op_id,worker_id,operation,start_ns,end_ns,latency_ms,status,attempt_count,leader_before,leader_after,error
71,1,18,1777151375497759000,1777151375498160000,0.401,OK,1,localhost:52051,localhost:52051,
70,4,18,1777151375497721000,1777151375498163000,0.442,OK,1,localhost:52051,localhost:52051,
69,2,18,1777151375497706000,1777151375498176000,0.470,OK,1,localhost:52051,localhost:52051,
72,3,18,1777151375498905000,1777151375499404000,0.499,OK,1,localhost:52051,localhost:52051,
75,2,19,1777151375519365000,1777151375521179000,1.814,OK,1,localhost:52051,localhost:52051,
76,3,19,1777151375519417000,1777151375521384000,1.967,OK,1,localhost:52051,localhost:52051,
73,4,19,1777151375519268000,1777151375521666000,2.398,OK,1,localhost:52051,localhost:52051,
74,1,19,1777151375519332000,1777151375521696000,2.364,OK,1,localhost:52051,localhost:52051,
79,3,20,1777151375542515000,1777151375550099000,7.584,OK,1,localhost:52051,localhost:52051,
80,4,20,1777151375542645000,1777151375550122000,7.477,OK,1,localhost:52051,localhost:52051,
78,2,20,1777151375542268000,1777151375550126000,7.858,OK,1,localhost:52051,localhost:52051,
77,1,20,1777151375542256000,1777151375550130000,7.874,OK,1,localhost:52051,localhost:52051,
81,2,21,1777151375571239000,1777151375584116000,12.877,OK,1,localhost:52051,localhost:52051,
82,3,21,1777151375571245000,1777151375584163000,12.918,OK,1,localhost:52051,localhost:52051,
83,4,21,1777151375571720000,1777151375584167000,12.447,OK,1,localhost:52051,localhost:52051,
85,2,22,1777151375604632000,1777151376342344000,737.712,OK,6,localhost:52051,localhost:52052,
88,2,23,1777151376363875000,1777151376367783000,3.908,OK,1,localhost:52052,localhost:52052,
89,2,24,1777151376388544000,1777151376388815000,0.271,OK,1,localhost:52052,localhost:52052,
90,2,25,1777151376409907000,1777151376410445000,0.538,OK,1,localhost:52052,localhost:52052,
91,2,26,1777151376430933000,1777151376431569000,0.636,OK,1,localhost:52052,localhost:52052,
84,4,22,1777151375604626000,1777151376434197000,829.571,OK,6,localhost:52051,localhost:52052,
86,3,22,1777151375604631000,1777151376443302000,838.671,OK,6,localhost:52051,localhost:52052,
92,2,27,1777151376452633000,1777151376453582000,0.949,OK,1,localhost:52052,localhost:52052,
93,4,23,1777151376454272000,1777151376454447000,0.175,OK,1,localhost:52052,localhost:52052,
87,1,21,1777151375606195000,1777151376455782000,849.587,OK,6,localhost:52051,localhost:52052,
94,3,23,1777151376463461000,1777151376466128000,2.667,OK,1,localhost:52052,localhost:52052,
96,4,24,1777151376474546000,1777151376474781000,0.235,OK,1,localhost:52052,localhost:52052,
95,2,28,1777151376473986000,1777151376474809000,0.823,OK,1,localhost:52052,localhost:52052,
97,1,22,1777151376475936000,1777151376476340000,0.404,OK,1,localhost:52052,localhost:52052,
98,3,24,1777151376486508000,1777151376486994000,0.486,OK,1,localhost:52052,localhost:52052,
99,4,25,1777151376495768000,1777151376496131000,0.363,OK,1,localhost:52052,localhost:52052,
